league_id_x,draft_id,draft_order,scoring_type,season,type,status,rounds,slot_to_id,slots_qb,slots_rb,slots_wr,slots_te,slots_flex,slots_superflex,slots_bn,league_id_y,draft_slot,pick_no,is_keeper,player_first,player_last,player_id,position,roster_id,picked_by
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,10,11,,Jahmyr,Gibbs,9221,RB,10,917870103948189696
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,9,12,,Kyren,Williams,8150,RB,9,1078160676847321088
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,8,13,,CeeDee,Lamb,6786,WR,8,846553849618616320
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,7,14,,Josh,Jacobs,5850,RB,7,1090815296559980544
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,6,15,,Brock,Bowers,11604,TE,6,981243996867518464
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,5,16,,De'Von,Achane,9226,RB,5,1150914940585304064
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,4,17,,Chase,Brown,9224,RB,4,1154693316647276544
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,3,18,,Puka,Nacua,9493,WR,3,1032524867054338048
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,2,19,,Derrick,Henry,3198,RB,2,1126987852568489984
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,1,20,,Jalen,Hurts,6904,QB,1,
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,1,21,,Marvin,Harrison,11628,WR,1,
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,2,22,,Nico,Collins,7569,WR,2,1126987852568489984
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,3,23,,James,Cook,8138,RB,3,1032524867054338048
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,4,24,,Brian,Thomas,11631,WR,4,1154693316647276544
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,5,25,,Malik,Nabers,11632,WR,5,1150914940585304064
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,6,26,,Trey,McBride,8130,TE,6,981243996867518464
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,7,27,,A.J.,Brown,5859,WR,7,1090815296559980544
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,8,28,,Jonathan,Taylor,6813,RB,8,846553849618616320
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,9,29,,Breece,Hall,8155,RB,9,1078160676847321088
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,10,30,,Joe,Burrow,6770,QB,10,917870103948189696
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,10,31,,Garrett,Wilson,8146,WR,10,917870103948189696
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,9,32,,Sam,LaPorta,10859,TE,9,1078160676847321088
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,8,33,,George,Kittle,4217,TE,8,846553849618616320
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,7,34,,Bucky,Irving,11584,RB,7,1090815296559980544
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,6,35,,Ladd,McConkey,11635,WR,6,981243996867518464
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,5,36,,Drake,London,8112,WR,5,1150914940585304064
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,4,37,,Joe,Mixon,4018,RB,4,1154693316647276544
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,3,38,,DeVonta,Smith,7525,WR,3,1032524867054338048
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,2,39,,Baker,Mayfield,4892,QB,2,1126987852568489984
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,1,40,,Christian,McCaffrey,4034,RB,1,
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,1,41,,Chris,Olave,8144,WR,1,
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,2,42,,Jonnu,Smith,4144,TE,2,1126987852568489984
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,3,43,,Dalton,Kincaid,10236,TE,3,1032524867054338048
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,4,44,,Jaxon,Smith-Njigba,9488,WR,4,1154693316647276544
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,5,45,,Bo,Nix,11563,QB,5,1150914940585304064
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,6,46,,Chuba,Hubbard,7594,RB,6,981243996867518464
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,7,47,,Terry,McLaurin,5927,WR,7,1090815296559980544
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,8,48,,Tyrone,Tracy,11655,RB,8,846553849618616320
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,9,49,,Courtland,Sutton,5045,WR,9,1078160676847321088
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,10,50,,Xavier,Worthy,11624,WR,10,917870103948189696
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,10,51,,Caleb,Williams,11560,QB,10,917870103948189696
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,9,52,,Justin,Herbert,6797,QB,9,1078160676847321088
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,8,53,,Zay,Flowers,9997,WR,8,846553849618616320
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,7,54,,Jordan,Love,6804,QB,7,1090815296559980544
1177728145343340544,1177728147994783744,"{'1032524867054338048': 3, '1078160676847321088': 9, '1126987852568489984': 2, '1150914940585304064': 5, '1154693316647276544': 4, '846553849618616320': 8, '917870103948189696': 10, '981243996867518464': 6}",dynasty_2qb,2024,snake,complete,28,"{'1': 4, '10': 10, '2': 6, '3': 9, '4': 8, '5': 7, '6': 3, '7': 5, '8': 2, '9': 1}",1,2,2,1,4,1,10,1177728145343340544,6,55,,Drake,Maye,11564,QB,6,981243996867518464
